ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
JEF UN,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
JELD UN,Industrials,Capital Goods,Building Products,Building Products
JHG UN,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
JJSF UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
JKHY UW,Financials,Financial Services,Financial Services,Transaction & Payment Processi
JLL UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
JMSB UR,Financials,Banks,Banks,Regional Banks
JNJ UN,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
JNPR UN,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
JOAN UQ,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
JOBY UN,Industrials,Transportation,Passenger Airlines,Passenger Airlines
JOE UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Diversified Real Estate Activi
JOUT UW,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
JPM UN,Financials,Banks,Banks,Diversified Banks
JRVR UW,Financials,Insurance,Insurance,Property & Casualty Insurance
JWN UN,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
JXN UN,Financials,Financial Services,Financial Services,Diversified Financial Services
JYNT UR,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
K UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
KAI UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
KALU UW,Materials,Materials,Metals & Mining,Aluminum
KALV UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KAMN UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
KAR UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
KBH UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
KBR UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
KD UN,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
KDNY UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KDP UW,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
KE UW,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
KELYA UW,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
KEX UN,Industrials,Transportation,Marine Transportation,Marine Transportation
KEY UN,Financials,Banks,Banks,Diversified Banks
KEYS UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
KFRC UW,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
KFY UN,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
KHC UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
KIDS UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
KIM UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
KKR UN,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
KLAC UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
KLIC UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
KLR UN,Information Technology,Software & Services,Software,Application Software
KMB UN,Consumer Staples,Household & Personal Products,Household Products,Household Products
KMI UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
KMPR UN,Financials,Insurance,Insurance,Property & Casualty Insurance
KMT UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
KMX UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
KN UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
KNF UN,Materials,Materials,Construction Materials,Construction Materials
KNSA UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KNSL UN,Financials,Insurance,Insurance,Property & Casualty Insurance
KNTE UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KNTK UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
KNX UN,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
KO UN,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
KOD UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KODK UN,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
KOP UN,Materials,Materials,Chemicals,Commodity Chemicals
KORE UN,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
KOS UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
KPTI UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KR UN,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
KRC UN,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
KREF UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
KRG UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
KRNY UW,Financials,Banks,Banks,Regional Banks
KRO UN,Materials,Materials,Chemicals,Commodity Chemicals
KRON UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KROS UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KRT UW,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
KRTX UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KRUS UQ,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
KRYS UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KSS UN,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
KTB UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
KTOS UW,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
KURA UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KW UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
KWR UN,Materials,Materials,Chemicals,Specialty Chemicals
KYMR UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
KZR UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
L UN,Financials,Insurance,Insurance,Property & Casualty Insurance
LAD UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
LADR UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
LAMR UW,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
LANC UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LAND UQ,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
LASR UW,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
LAUR UW,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
LAW UN,Information Technology,Software & Services,Software,Application Software
LAZ UN,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
LAZR UW,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
LBAI UW,Financials,Banks,Banks,Regional Banks
LBC UW,Financials,Banks,Banks,Regional Banks
LBRDA UW,Communication Services,Media & Entertainment,Media,Cable & Satellite
LBRDK UW,Communication Services,Media & Entertainment,Media,Cable & Satellite
LBRT UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
LC UN,Financials,Financial Services,Consumer Finance,Consumer Finance
LCID UW,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
LCII UN,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
LCUT UW,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties
LDOS UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
LE UR,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
LEA UN,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
LECO UW,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
LEG UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
LEGH UW,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LEN UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LEN/B UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LESL UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
LEU UA,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
LFCR UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LFLY UR,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
LFST UW,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
LFUS UW,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
LGF/A UN,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
LGF/B UN,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
LGIH UW,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LGND UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LH UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
LHX UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LICY UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
LIDR UR,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
LII UN,Industrials,Capital Goods,Building Products,Building Products
LILA UW,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
LILAK UW,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
LIN UN,Materials,Materials,Chemicals,Industrial Gases
LIND UR,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
LITE UW,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
LIVN UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
LKFN UW,Financials,Banks,Banks,Regional Banks
LKQ UW,Consumer Discretionary,Consumer Discretionary Distrib,Distributors,Distributors
LL UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
LLAP UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LLY UN,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LMAT UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
LMND UN,Financials,Insurance,Insurance,Property & Casualty Insurance
LMT UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LNC UN,Financials,Insurance,Insurance,Life & Health Insurance
LNG UA,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
LNN UN,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
LNT UW,Utilities,Utilities,Electric Utilities,Electric Utilities
LNTH UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
LNW UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
LOB UN,Financials,Banks,Banks,Regional Banks
LOCL UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
LOCO UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
LOPE UW,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
LOVE UQ,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
LOW UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
LPG UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
LPLA UW,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
LPRO UQ,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
LPSN UW,Information Technology,Software & Services,Software,Application Software
LPX UN,Materials,Materials,Paper & Forest Products,Forest Products
LQDA UR,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LQDT UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
LRCX UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
LRN UN,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
LSCC UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
LSEA UR,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
LSI UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Self-Storage REITs
LSTR UW,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
LSXMA UW,Communication Services,Media & Entertainment,Media,Cable & Satellite
LSXMK UW,Communication Services,Media & Entertainment,Media,Cable & Satellite
LTC UN,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
LTCH UW,Information Technology,Software & Services,Software,Application Software
LTH UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
LTHM UN,Materials,Materials,Chemicals,Specialty Chemicals
LULU UW,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
LUMN UN,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
LUNG UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
LUV UN,Industrials,Transportation,Passenger Airlines,Passenger Airlines
LVLU UQ,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
LVOX UW,Information Technology,Software & Services,Software,Application Software
LVS UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
LW UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LWLG UR,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
LXFR UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
LXP UN,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
LXRX UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
LXU UN,Materials,Materials,Chemicals,Diversified Chemicals
LYB UN,Materials,Materials,Chemicals,Commodity Chemicals
LYEL UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
LYFT UW,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio
LYV UN,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
LZ UW,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
LZB UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
