ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
COF UN,Financials,Financial Services,Consumer Finance,Consumer Finance
COGT UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
COHR UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
COHU UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
COIN UW,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
COKE UW,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be
COLB UW,Financials,Banks,Banks,Regional Banks
COLD UN,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
COLL UW,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
COLM UW,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
COMM UW,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
COMP UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
CONN UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail
COO UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
COOK UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances
COOP UR,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
COP UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CORT UR,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
COST UW,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
COTY UN,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
COUR UN,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
CPA UN,Industrials,Transportation,Passenger Airlines,Passenger Airlines
CPB UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CPE UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CPF UN,Financials,Banks,Banks,Regional Banks
CPK UN,Utilities,Utilities,Gas Utilities,Gas Utilities
CPRI UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
CPRT UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
CPRX UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CPSI UW,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
CPSS UQ,Financials,Financial Services,Consumer Finance,Consumer Finance
CPT UN,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
CPTN UR,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
CR UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
CRAI UW,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CRBG UN,Financials,Financial Services,Financial Services,Diversified Financial Services
CRBU UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CRC UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CRD/A UN,Financials,Insurance,Insurance,Insurance Brokers
CRDO UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
CRGE UQ,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
CRGY UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CRI UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
CRK UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CRL UN,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CRM UN,Information Technology,Software & Services,Software,Application Software
CRMT UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
CRNC UW,Information Technology,Software & Services,Software,Application Software
CRNX UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CROX UW,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
CRS UN,Materials,Materials,Metals & Mining,Steel
CRSR UW,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
CRUS UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
CRVL UW,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CRWD UW,Information Technology,Software & Services,Software,Systems Software
CSCO UW,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
CSGP UW,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
CSGS UW,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
CSL UN,Industrials,Capital Goods,Building Products,Building Products
CSR UN,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
CSTE UW,Industrials,Capital Goods,Building Products,Building Products
CSTL UQ,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CSTM UN,Materials,Materials,Metals & Mining,Aluminum
CSTR UW,Financials,Banks,Banks,Regional Banks
CSV UN,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
CSWI UW,Industrials,Capital Goods,Building Products,Building Products
CSX UW,Industrials,Transportation,Ground Transportation,Rail Transportation
CTAS UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
CTBI UW,Financials,Banks,Banks,Regional Banks
CTIC UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CTKB UW,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CTLP UW,Financials,Financial Services,Financial Services,Transaction & Payment Processi
CTLT UN,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CTO UN,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
CTOS UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
CTRA UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CTRE UN,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
CTRN UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
CTS UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
CTSH UW,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
CTV UN,Communication Services,Media & Entertainment,Media,Advertising
CTVA UN,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
CUBE UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Self-Storage REITs
CUBI UN,Financials,Banks,Banks,Regional Banks
CURO UN,Financials,Financial Services,Consumer Finance,Consumer Finance
CURV UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
CUTR UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CUZ UN,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
CVBF UW,Financials,Banks,Banks,Regional Banks
CVCO UW,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
CVGW UW,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CVI UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
CVLG UW,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
CVLT UW,Information Technology,Software & Services,Software,Systems Software
CVNA UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
CVS UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CVT UQ,Information Technology,Software & Services,Software,Application Software
CVX UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
CW UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
CWEN UN,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity
CWEN/A UN,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity
CWH UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
CWK UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
CWST UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
CWT UN,Utilities,Utilities,Water Utilities,Water Utilities
CXT UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
CXW UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Security & Alarm Services
CYH UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
CYRX UR,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
CYTK UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CYXT UW,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
CZNC UR,Financials,Banks,Banks,Regional Banks
CZR UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
D UN,Utilities,Utilities,Multi-Utilities,Multi-Utilities
DAL UN,Industrials,Transportation,Passenger Airlines,Passenger Airlines
DAN UN,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
DAR UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic
DASH UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DAWN UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DBI UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
DBRG UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
DBX UW,Information Technology,Software & Services,Software,Application Software
DC UA,Materials,Materials,Metals & Mining,Gold
DCGO UR,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DCI UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
DCO UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
DCOM UW,Financials,Banks,Banks,Regional Banks
DCPH UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DD UN,Materials,Materials,Chemicals,Specialty Chemicals
DDD UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
DDOG UW,Information Technology,Software & Services,Software,Application Software
DDS UN,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
DE UN,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
DEA UN,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
DECK UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
DEI UN,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
DELL UN,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
DEN UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
DENN UR,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DFH UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
DFIN UN,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
DFS UN,Financials,Financial Services,Consumer Finance,Consumer Finance
DG UN,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
DGICA UW,Financials,Insurance,Insurance,Property & Casualty Insurance
DGII UW,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
DGX UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DH UW,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
DHC UW,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
DHI UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
DHIL UW,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
DHR UN,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
DHT UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
DHX UN,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
DIBS UQ,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
DICE UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
DIN UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DINO UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
DIOD UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
DIS UN,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
DISH UW,Communication Services,Media & Entertainment,Media,Cable & Satellite
DJCO UR,Communication Services,Media & Entertainment,Media,Publishing
DK UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
DKNG UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
DKS UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
DLB UN,Information Technology,Software & Services,Software,Systems Software
DLR UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Data Center REITs
DLTH UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
DLTR UW,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R
DLX UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
DM UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
DMRC UW,Information Technology,Software & Services,Software,Application Software
DNA UN,Materials,Materials,Chemicals,Specialty Chemicals
DNB UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
DNLI UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DNMR UN,Materials,Materials,Chemicals,Specialty Chemicals
DNOW UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
DNUT UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DO UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
DOC UN,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
DOCN UN,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
DOCS UN,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
DOCU UW,Information Technology,Software & Services,Software,Application Software
DOMA UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
DOMO UQ,Information Technology,Software & Services,Software,Application Software
DOOR UN,Industrials,Capital Goods,Building Products,Building Products
DORM UW,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
DOUG UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
DOV UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
DOW UN,Materials,Materials,Chemicals,Commodity Chemicals
DOX UW,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
DPZ UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DRH UN,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs
DRI UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DRQ UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
DRVN UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
DSEY UW,Materials,Materials,Chemicals,Specialty Chemicals
DSGN UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DSGR UW,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
DSKE UR,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
DSP UW,Information Technology,Software & Services,Software,Application Software
DT UN,Information Technology,Software & Services,Software,Application Software
DTC UN,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
DTE UN,Utilities,Utilities,Multi-Utilities,Multi-Utilities
DTM UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
DUK UN,Utilities,Utilities,Electric Utilities,Electric Utilities
DUOL UW,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
DV UN,Information Technology,Software & Services,Software,Application Software
DVA UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DVAX UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DVN UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
DX UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
DXC UN,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
DXCM UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
DXLG UQ,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
DXPE UW,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
DY UN,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
DYN UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DZSI UR,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
EA UW,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
EAF UN,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
EAT UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
EB UN,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
EBAY UW,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
EBC UW,Financials,Banks,Banks,Regional Banks
EBF UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
EBIX UW,Information Technology,Software & Services,Software,Application Software
EBS UN,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EBTC UW,Financials,Banks,Banks,Regional Banks
ECL UN,Materials,Materials,Chemicals,Specialty Chemicals
ECPG UW,Financials,Financial Services,Consumer Finance,Consumer Finance
ECVT UN,Materials,Materials,Chemicals,Specialty Chemicals
ED UN,Utilities,Utilities,Multi-Utilities,Multi-Utilities
EDIT UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EE UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
EEFT UW,Financials,Financial Services,Financial Services,Transaction & Payment Processi
EFC UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
EFSC UW,Financials,Banks,Banks,Regional Banks
EFX UN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
EGAN UR,Information Technology,Software & Services,Software,Application Software
EGBN UR,Financials,Banks,Banks,Regional Banks
EGHT UW,Information Technology,Software & Services,Software,Application Software
EGIO UW,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
EGLE UN,Industrials,Transportation,Marine Transportation,Marine Transportation
EGP UN,Real Estate,Equity Real Estate Investment,Industrial REITs,Industrial REITs
EGRX UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EGY UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
EHAB UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
EHC UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
EHTH UW,Financials,Insurance,Insurance,Insurance Brokers
EIG UN,Financials,Insurance,Insurance,Property & Casualty Insurance
EIGR UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EIX UN,Utilities,Utilities,Electric Utilities,Electric Utilities
EL UN,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
ELAN UN,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
ELF UN,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
ELME UN,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
ELS UN,Real Estate,Equity Real Estate Investment,Residential REITs,Single-Family Residential REIT
ELV UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
EMBC UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
EME UN,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
EMN UN,Materials,Materials,Chemicals,Specialty Chemicals
EMR UN,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
ENFN UN,Information Technology,Software & Services,Software,Application Software
ENOB UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ENOV UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
ENPH UQ,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
ENR UN,Consumer Staples,Household & Personal Products,Household Products,Household Products
ENS UN,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
ENSG UW,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
ENTA UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ENTG UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
ENV UN,Information Technology,Software & Services,Software,Application Software
ENVA UN,Financials,Financial Services,Consumer Finance,Consumer Finance
ENVX UW,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
EOG UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
EOLS UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
EP UA,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
EPAC UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
EPAM UN,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
EPC UN,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
EPR UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
EPRT UN,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
EQBK UN,Financials,Banks,Banks,Regional Banks
EQC UN,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
EQH UN,Financials,Financial Services,Financial Services,Diversified Financial Services
EQIX UW,Real Estate,Equity Real Estate Investment,Specialized REITs,Data Center REITs
EQR UN,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
EQRX UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EQT UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
ERAS UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
ERIE UW,Financials,Insurance,Insurance,Property & Casualty Insurance
ERII UW,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
ES UN,Utilities,Utilities,Electric Utilities,Electric Utilities
ESAB UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
ESE UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
ESGR UW,Financials,Insurance,Insurance,Reinsurance
ESI UN,Materials,Materials,Chemicals,Specialty Chemicals
ESMT UN,Information Technology,Software & Services,Software,Application Software
ESNT UN,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
ESPR UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
ESQ UR,Financials,Banks,Banks,Regional Banks
ESRT UN,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs
ESS UN,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
ESTC UN,Information Technology,Software & Services,Software,Application Software
ESTE UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
ETD UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
ETN UN,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
ETR UN,Utilities,Utilities,Electric Utilities,Electric Utilities
ETRN UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
ETSY UW,Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail
ETWO UN,Information Technology,Software & Services,Software,Application Software
EVA UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
EVBG UQ,Information Technology,Software & Services,Software,Application Software
EVC UN,Communication Services,Media & Entertainment,Media,Broadcasting
EVCM UW,Information Technology,Software & Services,Software,Application Software
EVER UQ,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
EVGO UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
EVH UN,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
EVLV UR,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
EVR UN,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
EVRG UW,Utilities,Utilities,Electric Utilities,Electric Utilities
EVRI UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
EVTC UN,Financials,Financial Services,Financial Services,Transaction & Payment Processi
EW UN,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
EWBC UW,Financials,Banks,Banks,Regional Banks
EWCZ UW,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
EWTX UW,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
EXAS UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EXC UW,Utilities,Utilities,Electric Utilities,Electric Utilities
EXEL UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EXLS UW,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
EXP UN,Materials,Materials,Construction Materials,Construction Materials
EXPD UW,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
EXPE UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
EXPI UQ,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services
EXPO UW,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
EXPR UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
EXR UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Self-Storage REITs
EXTR UW,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
EYE UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
EYPT UQ,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
EZPW UW,Financials,Financial Services,Consumer Finance,Consumer Finance
F UN,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers
FA UW,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
FAF UN,Financials,Insurance,Insurance,Property & Casualty Insurance
FANG UW,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
